Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,City,State,Region
3263,US-2024-102741,2024-10-16,2024-10-23,Second Class,John Kim,Consumer,Bookcases Item 413,Furniture,Bookcases,4082.47,7,0.0,852.35,Los Angeles,California,West
3264,US-2023-101561,2023-06-01,2023-06-03,Standard Class,Amara Torres,Corporate,Accessories Item 380,Technology,Accessories,239.55,5,0.4,-57.61,Los Angeles,California,West
3265,US-2024-102539,2024-02-28,2024-03-05,Standard Class,Mei Miller,Home Office,Phones Item 681,Technology,Phones,3663.84,6,0.15,118.42,Cleveland,Ohio,Central
3266,US-2023-102335,2023-12-12,2023-06-13,Standard Class,Patricia Lee,Home Office,Paper Item 611,Office Supplies,Paper,110.0,4,0.0,31.83,San Francisco,California,West
3267,US-2022-101756,2022-02-08,2022-02-13,Standard Class,Richard Smith,Consumer,Accessories Item 569,Technology,Accessories,227.76,4,0.1,12.16,Portland,Oregon,West
3268,US-2022-100559,2022-12-09,2022-12-10,Standard Class,Richard Walker,Corporate,Labels Item 712,Office Supplies,Labels,20.5,5,0.15,3.29,Miami,Florida,South
3269,US-2024-102097,2024-02-25,2024-02-26,First Class,,Consumer,Paper Item 740,Office Supplies,Paper,126.0,6,0.0,37.3,Memphis,Tennessee,South
3270,US-2024-101641,2024-05-29,2024-06-02,First Class,Robert Torres,Home Office,Labels Item 872,Office Supplies,Labels,74.28,6,0.0,13.87,Albany,New York,East
3271,US-2023-100408,2023-11-13,2023-11-14,First Class,Patricia Taylor,Consumer,Storage Item 551,Office Supplies,Storage,$175.93,1,0.1,25.29,Columbus,Ohio,Central
3272,US-2024-101645,2024-03-04,2024-03-07,Same Day,Sarah Walker,Consumer,Labels Item 382,Office Supplies,Labels,159.18,7,0.3,-22.17,Jersey City,New Jersey,East
3273,US-2023-101286,2023-06-29,2023-07-06,Second Class,Diego Miller,Corporate,Bookcases Item 888,Furniture,Bookcases,331.16,1,0.0,109.69,Spokane,Washington,West
3274,US-2024-102661,2024-04-28,2024-04-30,Second Class,Susan Garcia,Consumer,Labels Item 476,Office Supplies,Labels,42.5,5,0.0,8.75,Memphis,Tennessee,South
3275,US-2022-100826,2022-11-20,2022-03-22,Same Day,Sarah Walker,Corporate,Paper Item 142,Office Supplies,Paper,3.37,1,0.0,0.71,Atlanta,Georgia,South
3276,US-2022-103323,2022-06-11,2022-06-16,Second Class,Jessica Jones,Consumer,Paper Item 164,Office Supplies,Paper,73.02,6,0.0,16.95,Orlando,Florida,South
3277,US-2022-100465,2022-01-29,2022-02-03,Second Class,Patricia Williams,Corporate,Chairs Item 275,Furniture,Chairs,677.46,2,0.2,-12.48,Chicago,Illinois,Central
3278,US-2022-102023,2022-12-17,2022-12-22,Standard Class,Aiden Davis,Home Office,Printers Item 758,Technology,Printers,293.82,1,0.1,36.87,Boston,Massachusetts,East
3279,US-2022-102609,2022-04-04,2022-04-11,Second Class,Jessica Singh,Corporate,Accessories Item 628,Technology,Accessories,72.24,1,0.0,21.56,Las Vegas,Nevada,West
3280,US-2024-101593,2024-11-14,2024-02-18,Standard Class,Michael Williams,Consumer,Tables Item 402,Furniture,Tables,3584.0,7,0.5,-1049.72,Nashville,Tennessee,South
3281,US-2024-102294,2024-11-23,2024-11-30,Second Class,Elizabeth Johnson,Consumer,Chairs Item 444,Furniture,Chairs,1165.8,5,0.0,205.35,Austin,Texas,Central
3282,US-2024-102013,2024-05-14,2024-05-19,Second Class,Aiden Walker,Corporate,Phones Item 851,Technology,Phones,3274.1,5,0.0,1030.92,Charlotte,North Carolina,South
3283,US-2024-103268,2024-11-05,2024-11-10,Second Class,John Rodriguez,Corporate,Laptops Item 665,Technology,Laptops,3214.44,6,0.0,643.12,Nashville,Tennessee,South
3284,US-2022-100873,2022-04-17,2022-04-19,Same Day,Linda Lee,Home Office,Chairs Item 583,Furniture,Chairs,1458.66,6,0.0,359.22,Philadelphia,Pennsylvania,East
3285,US-2023-103110,2023-03-10,2023-03-15,Second Class,Carlos Walker,Consumer,Storage Item 370,Office Supplies,Storage,252.21,3,0.0,45.47,Chicago,Illinois,Central
3286,US-2022-101723,2022-07-23,2022-07-27,First Class,Fatima Wilson,Corporate,Storage Item 219,Office Supplies,Storage,589.53,3,0.4,-94.38,Columbus,Ohio,Central
3287,US-2022-103327,2022-06-07,2022-06-14,Second Class,Amara Chen,Home Office,Storage Item 793,Office Supplies,Storage,222.93,3,0.1,16.87,San Diego,California,West
3288,US-2022-100031,2022-11-15,2022-11-17,Standard Class,William Brown,Corporate,Labels Item 553,Office Supplies,Labels,21.88,2,0.3,-2.75,Cleveland,Ohio,Central
3289,US-2022-102085,2022-07-20,2022-07-27,Second Class,Richard Patel,Corporate,Tables Item 425,Furniture,Tables,1759.65,5,,104.4,San Diego,California,West
3290,US-2022-100486,2022-11-25,2022-11-28,Second Class,Carlos Johnson,Consumer,Printers Item 216,Technology,Printers,2125.55,5,0.3,15.66,Austin,Texas,Central
3291,US-2024-101840,2024-06-04,2024-06-05,Second Class,Mei Miller,Corporate,Labels Item 250,Office Supplies,Labels,20.43,1,0.0,4.67,Boston,Massachusetts,East
3292,US-2023-100554,2023-01-10,2023-01-13,Standard Class,Michael Taylor,Corporate,Phones Item 517,Technology,Phones,1341.54,3,0.0,404.67,Ann Arbor,Michigan,Central
3293,US-2023-102812,2023-12-16,2023-12-23,Standard Class,Mei Smith,Consumer,Bookcases Item 245,Furniture,Bookcases,4709.68,8,0.15,645.26,New York City,New York,East
3294,US-2024-100874,2024-08-29,2024-09-01,First Class,Carlos Martinez,Corporate,Printers Item 643,Technology,Printers,629.86,7,0.2,-11.36,Columbus,Ohio,Central
3295,US-2023-101064,2023-02-23,2023-02-25,First Class,Fatima Rodriguez,Consumer,Art Item 767,Office Supplies,Art,52.6,1,0.0,9.64,Boston,Massachusetts,East
3296,US-2022-103245,2022-04-04,2022-04-10,Same Day,James Singh,Corporate,Binders Item 690,Office Supplies,Binders,217.52,8,0.1,39.79,Detroit,Michigan,Central
3297,US-2022-101041,2022-03-06,2022-03-08,Standard Class,Patricia Lee,Consumer,Printers Item 409,Technology,Printers,188.26,2,0.0,30.69,Charlotte,North Carolina,South
3298,US-2024-100775,2024-08-28,2024-09-02,Standard Class,Wei Thomas,Consumer,Paper Item 583,Office Supplies,Paper,3.65,1,0.15,0.41,Spokane,Washington,West
3299,US-2022-103157,2022-03-24,2022-03-30,Standard Class,Joseph Jones,Corporate,Tables Item 703,Furniture,Tables,1909.74,3,0.2,-30.77,Raleigh,North Carolina,South
3300,US-2023-101507,2023-09-11,2023-09-13,First Class,Aiden Walker,Consumer,Accessories Item 333,Technology,Accessories,211.8,4,0.5,-69.77,Memphis,Tennessee,South
3301,US-2024-100130,2024-03-26,2024-03-29,First Class,Fatima Davis,Home Office,Tables Item 900,Furniture,Tables,4448.4,8,0.0,753.72,Savannah,Georgia,South
3302,US-2023-102684,2023-01-23,2023-01-25,Standard Class,Linda Brown,Home Office,Bookcases Item 316,Furniture,Bookcases,918.06,2,0.2,3.85,San Diego,California,West
3303,US-2023-102604,2023-06-02,2023-06-09,First Class,Robert Davis,Home Office,Tables Item 753,Furniture,Tables,$3707.35,5,0.3,-345.13,Orlando,Florida,South
3304,US-2023-100849,2023-08-22,2023-08-28,Same Day,Fatima Khan,Home Office,Tables Item 501,Furniture,Tables,603.25,5,0.3,-92.28,Worcester,Massachusetts,East
3305,US-2023-100007,2023-12-09,2023-05-13,Second Class,Michael Singh,Corporate,Phones Item 753,Technology,Phones,5420.31,7,0.15,148.88,Newark,New Jersey,East
3306,US-2024-101163,2024-12-18,2024-12-23,Second Class,Wei Smith,Home Office,Accessories Item 919,Technology,Accessories,$626.65,5,0.1,144.76,Las Vegas,Nevada,West
3307,US-2022-100456,2022-04-30,2022-05-02,First Class,,Home Office,Chairs Item 238,Furniture,Chairs,1598.65,5,0.0,325.51,Detroit,Michigan,Central
3308,US-2024-102212,2024-11-19,2024-11-20,Second Class,Michael Singh,Consumer,Furnishings Item 891,Furniture,Furnishings,947.1,6,0.2,71.73,Las Vegas,Nevada,West
3309,US-2023-101525,2023-03-05,2023-03-07,First Class,Joseph Torres,Consumer,Tables Item 374,Furniture,Tables,2926.63,7,0.1,271.75,Springfield,Illinois,
3310,US-2023-101590,2023-03-05,2023-03-08,Second Class,Joseph Jones,Home Office,Accessories Item 107,Technology,Accessories,867.86,7,0.15,105.9,Savannah,Georgia,South
3311,US-2022-100032,2022-08-16,2022-08-19,Same Day,Priya Chen,Home Office,Tables Item 415,Furniture,Tables,1525.98,2,0.0,337.78,Memphis,Tennessee,South
3312,US-2024-100404,2024-11-12,2024-03-16,Second Class,John Anderson,Home Office,Bookcases Item 445,Furniture,Bookcases,1318.62,2,0.0,441.89,Ann Arbor,Michigan,Central
3313,US-2023-100494,2023-04-28,2023-05-01,Second Class,Mei Torres,Corporate,Printers Item 746,Technology,Printers,2189.85,5,0.0,518.92,Jersey City,New Jersey,East
3314,US-2023-101818,2023-09-02,2023-09-08,Standard Class,Patricia Brown,Corporate,Phones Item 376,Technology,Phones,1762.64,8,0.2,47.99,Springfield,Illinois,Central
3315,US-2022-102857,2022-02-26,2022-02-28,First Class,Jessica Williams,Corporate,Laptops Item 753,Technology,Laptops,6075.95,5,0.5,-1281.16,Raleigh,North Carolina,South
3316,US-2024-101281,03/12/2024,2024-03-15,First Class,Mary Ali,Home Office,Labels Item 601,Office Supplies,Labels,40.54,2,0.15,5.12,Houston,Texas,Central
3317,US-2022-101381,2022-05-05,2022-05-08,First Class,Patricia Williams,Home Office,Labels Item 819,Office Supplies,Labels,16.17,3,0.3,-2.89,Ann Arbor,Michigan,Central
3318,US-2023-102579,2023-03-08,2023-03-10,Standard Class,Mei Torres,Consumer,Labels Item 290,Office Supplies,Labels,6.23,1,0.4,-0.86,Pittsburgh,Pennsylvania,East
3319,US-2022-101310,2022-06-19,2022-06-21,Same Day,Priya Smith,Home Office,Binders Item 217,Office Supplies,Binders,357.21,7,0.5,-120.5,Albany,New York,East
3320,US-2022-102091,2022-07-24,2022-07-30,First Class,Elizabeth Miller,Corporate,Bookcases Item 272,Furniture,Bookcases,329.68,1,0.0,93.79,Philadelphia,Pennsylvania,East
3321,US-2022-102424,2022-11-28,2022-12-01,First Class,Amara Miller,Corporate,Art Item 528,Office Supplies,Art,152.16,2,0.1,10.38,Newark,New Jersey,East
3322,US-2024-100886,2024-12-07,2024-12-11,Second Class,Patricia Taylor,Home Office,Bookcases Item 494,Furniture,Bookcases,2189.16,6,0.2,190.46,Charlotte,North Carolina,South
3323,US-2023-102039,2023-10-26,2023-10-27,Standard Class,Sarah Walker,Home Office,Labels Item 411,Office Supplies,Labels,23.74,2,0.15,0.95,Eugene,Oregon,West
3324,US-2024-103200,2024-04-18,2024-04-20,Same Day,Elizabeth Singh,Home Office,Furnishings Item 539,Furniture,Furnishings,485.36,4,0.0,155.99,Pittsburgh,Pennsylvania,East
3325,US-2022-102847,2022-08-05,2022-08-08,Second Class,Linda Lee,Consumer,Paper Item 917,Office Supplies,Paper,195.79,7,0.1,31.08,Eugene,Oregon,West
3326,US-2023-101300,2023-03-21,2023-03-26,Second Class,Robert Chen,Corporate,Tables Item 286,Furniture,Tables,1309.68,4,0.1,87.44,Atlanta,Georgia,South
3327,US-2022-101630,2022-04-14,2022-04-15,First Class,David Garcia,Consumer,Bookcases Item 544,Furniture,Bookcases,2260.65,7,0.0,744.06,Austin,Texas,Central
3328,US-2022-100914,2022-12-10,2022-09-11,Same Day,John Kim,Consumer,Paper Item 213,Office Supplies,Paper,25.13,7,0.15,4.49,Savannah,Georgia,South
3329,US-2022-102330,2022-11-15,2022-11-17,Same Day,Susan Ali,Consumer,Chairs Item 806,Furniture,Chairs,573.0,4,0.3,-20.58,Charlotte,North Carolina,South
3330,US-2023-101194,2023-06-01,2023-06-08,Second Class,James Singh,Home Office,Phones Item 688,Technology,Phones,1713.52,4,0.3,-102.44,Detroit,Michigan,Central
3331,US-2022-101940,2022-05-17,2022-05-23,Standard Class,Patricia Nguyen,Corporate,Labels Item 530,Office Supplies,Labels,103.67,7,0.0,20.35,Eugene,Oregon,West
3332,US-2023-100934,2023-02-09,2023-02-10,Second Class,Elizabeth Williams,Corporate,Phones Item 682,Technology,Phones,1459.04,8,0.0,266.95,Portland,Oregon,West
3333,US-2024-101007,2024-12-07,2024-04-08,First Class,Richard Kim,Corporate,Tables Item 930,Furniture,Tables,6601.2,8,0.0,1174.02,Portland,Oregon,West
3334,US-2024-103008,2024-08-11,2024-08-12,Second Class,Fatima Brown,Corporate,Paper Item 690,Office Supplies,Paper,135.03,7,0.0,40.6,Worcester,Massachusetts,East
3335,US-2023-103259,2023-12-15,2023-12-19,Second Class,Jessica Chen,Home Office,Tables Item 838,Furniture,Tables,6210.08,8,0.0,1834.66,Nashville,Tennessee,South
3336,US-2022-101659,2022-12-08,2022-01-12,Second Class,Elizabeth Smith,Home Office,Labels Item 878,Office Supplies,Labels,105.04,8,0.1,4.31,San Francisco,California,West
3337,US-2022-103077,2022-10-04,2022-10-06,Standard Class,David Wilson,Corporate,Art Item 549,Office Supplies,Art,35.08,4,0.0,5.7,Austin,Texas,Central
3338,US-2022-103402,2022-10-02,2022-10-07,Same Day,William Brown,Home Office,Binders Item 385,Office Supplies,Binders,$62.04,4,0.15,4.83,Reno,Nevada,West
3339,US-2024-102219,2024-07-20,2024-07-26,Second Class,Mei Chen,Home Office,Tables Item 880,Furniture,Tables,1899.75,5,0.0,582.25,Miami,Florida,South
3340,US-2023-103431,2023-09-09,2023-09-10,Standard Class,David Wilson,Consumer,Paper Item 543,Office Supplies,Paper,37.84,8,0.1,8.39,Raleigh,North Carolina,South
3341,US-2023-101481,2023-07-03,2023-07-04,Standard Class,Diego Walker,Home Office,Binders Item 450,Office Supplies,Binders,84.78,6,0.0,18.57,Columbus,Ohio,Central
3342,US-2022-101864,2022-02-14,2022-02-15,Same Day,John Kim,Consumer,Art Item 727,Office Supplies,Art,67.48,7,0.4,-18.32,Houston,Texas,Central
3343,US-2024-102467,2024-04-11,2024-04-14,Same Day,William Lee,Corporate,Accessories Item 812,Technology,Accessories,578.48,4,0.3,-52.66,Atlanta,Georgia,South
3344,US-2023-103226,2023-11-13,2023-11-17,Same Day,Linda Singh,Home Office,Chairs Item 466,Furniture,Chairs,430.08,1,0.3,8.33,Portland,Oregon,West
3345,US-2022-103228,2022-07-20,2022-07-21,Same Day,Joseph Torres,Corporate,Labels Item 860,Office Supplies,Labels,159.95,7,0.1,12.52,New York City,New York,East
3346,US-2023-100057,2023-09-28,2023-10-03,Same Day,Robert Walker,Corporate,Laptops Item 359,Technology,Laptops,2073.46,1,0.0,646.14,Orlando,Florida,South
3347,US-2022-103116,2022-10-04,2022-10-10,Standard Class,Linda Davis,Home Office,Storage Item 673,Office Supplies,Storage,732.18,6,0.5,-159.42,Spokane,Washington,West
3348,US-2023-103045,2023-05-30,2023-06-06,Standard Class,Elizabeth Kim,Consumer,Binders Item 827,Office Supplies,Binders,347.44,8,0.0,53.59,Detroit,Michigan,Central
3349,US-2022-101315,2022-01-18,2022-01-23,First Class,Susan Thomas,Consumer,Printers Item 710,Technology,Printers,1010.34,3,0.4,-214.67,San Francisco,California,West
3350,US-2022-102287,2022-04-28,2022-04-30,First Class,Elizabeth Miller,Corporate,Phones Item 428,Technology,Phones,987.9,3,0.0,297.96,Detroit,Michigan,Central
3351,US-2023-102450,2023-05-11,2023-05-13,Standard Class,Carlos Walker,Home Office,Paper Item 391,Office Supplies,Paper,32.46,6,0.15,5.43,Spokane,Washington,West
3352,US-2024-102006,2024-03-31,2024-04-06,Second Class,William Miller,Home Office,Laptops Item 812,Technology,Laptops,3699.28,8,0.3,-375.91,Eugene,Oregon,West
3353,US-2022-103224,2022-07-13,2022-07-16,Standard Class,Sarah Martinez,Consumer,Tables Item 294,Furniture,Tables,3500.2,4,0.0,864.0,Springfield,Illinois,Central
3354,US-2023-100597,2023-09-16,2023-09-17,Second Class,Sarah Chen,Home Office,Bookcases Item 666,Furniture,Bookcases,2355.6,8,0.15,257.19,Las Vegas,Nevada,West
3355,US-2024-102716,2024-06-01,2024-06-07,First Class,Joseph Williams,Consumer,Labels Item 549,Office Supplies,Labels,31.94,2,0.0,5.36,Spokane,Washington,West
3356,US-2022-100513,2022-04-24,2022-04-30,Standard Class,Jennifer Wilson,Home Office,Phones Item 490,Technology,Phones,4291.0,5,0.0,1050.62,Charlotte,North Carolina,South
3357,US-2024-100135,2024-08-06,2024-08-13,Second Class,William Chen,Consumer,Laptops Item 594,Technology,Laptops,8376.64,8,0.1,826.93,San Francisco,California,West
3358,US-2024-102428,2024-12-13,2024-12-20,First Class,Richard Brown,Home Office,Storage Item 613,Office Supplies,Storage,655.6,5,0.1,51.4,Nashville,Tennessee,South
3359,US-2023-102972,2023-09-24,2023-10-01,Second Class,Linda Taylor,Corporate,Chairs Item 985,Furniture,Chairs,274.6,4,0.2,29.07,Seattle,Washington,West
3360,US-2023-102606,2023-11-17,2023-12-20,Standard Class,Richard Walker,Home Office,Chairs Item 107,Furniture,Chairs,1907.92,4,0.1,159.8,Springfield,Illinois,Central
3361,US-2024-100156,2024-09-05,2024-09-06,Second Class,James Davis,Consumer,Chairs Item 848,Furniture,Chairs,1772.05,7,0.15,1.22,San Diego,California,
3362,US-2023-103000,2023-04-13,2023-04-20,Second Class,Linda Miller,Home Office,Printers Item 655,Technology,Printers,332.35,1,0.2,-13.34,Houston,Texas,Central
3363,US-2023-102939,2023-12-27,2023-12-29,Standard Class,Mei Taylor,Consumer,Binders Item 309,Office Supplies,Binders,262.1,5,0.0,74.4,Springfield,Illinois,Central
3364,US-2024-101039,2024-10-10,2024-10-11,Same Day,Priya Patel,Corporate,Binders Item 971,Office Supplies,Binders,$99.66,6,0.15,7.5,Worcester,Massachusetts,East
3365,US-2024-100283,2024-12-17,2024-09-20,First Class,Priya Torres,Corporate,Furnishings Item 892,Furniture,Furnishings,301.92,3,0.1,47.7,Detroit,Michigan,Central
3366,US-2024-100383,2024-11-07,2024-09-11,Second Class,Wei Jones,Corporate,Chairs Item 718,Furniture,Chairs,598.0,8,0.0,157.86,Cleveland,Ohio,Central
3367,US-2024-100926,2024-06-19,2024-06-25,First Class,Mary Garcia,Home Office,Paper Item 924,Office Supplies,Paper,64.3,5,0.1,13.07,Cleveland,Ohio,Central
3368,US-2022-103344,2022-08-29,2022-09-01,Second Class,Linda Patel,Home Office,Tables Item 706,Furniture,Tables,1990.65,5,0.15,110.17,Seattle,Washington,West
3369,US-2023-103216,2023-12-08,2023-11-10,Second Class,John Rodriguez,Consumer,Printers Item 238,Technology,Printers,1820.6,4,0.1,415.56,Atlanta,Georgia,South
3370,US-2023-100542,2023-12-28,2023-05-06,Second Class,James Nguyen,Corporate,Binders Item 391,Office Supplies,Binders,214.4,8,0.0,69.86,Reno,Nevada,West
3371,US-2022-101134,2022-10-06,2022-10-07,First Class,Michael Miller,Home Office,Binders Item 918,Office Supplies,Binders,73.46,2,0.5,-19.06,Seattle,Washington,West
3372,US-2023-103236,2023-03-30,2023-04-06,Standard Class,Carlos Martinez,Home Office,Laptops Item 948,Technology,Laptops,12674.48,8,,3989.66,New York City,New York,East
3373,US-2023-103346,2023-11-03,2023-07-10,First Class,Patricia Miller,Home Office,Binders Item 999,Office Supplies,Binders,288.24,6,0.15,8.23,Los Angeles,California,West
3374,US-2024-100531,2024-09-23,2024-09-26,First Class,Amara Ali,Consumer,Tables Item 888,Furniture,Tables,1597.88,2,0.15,290.52,San Francisco,California,West
3375,US-2023-102989,2023-05-28,2023-06-02,Second Class,Richard Rodriguez,Corporate,Paper Item 530,Office Supplies,Paper,31.12,8,0.0,5.6,Newark,New Jersey,East
3376,US-2024-100766,2024-12-16,2024-12-21,First Class,Richard Walker,Home Office,Phones Item 564,Technology,Phones,2300.88,6,0.0,625.99,Jersey City,New Jersey,East
3377,US-2022-101637,2022-12-13,2022-07-20,Second Class,Wei Johnson,Home Office,Accessories Item 439,Technology,Accessories,222.56,2,0.0,57.23,Worcester,Massachusetts,East
3378,US-2022-103052,2022-10-05,2022-10-11,Same Day,Mei Rodriguez,Home Office,Accessories Item 769,Technology,Accessories,218.76,4,0.15,36.35,Philadelphia,Pennsylvania,East
3379,US-2022-100951,2022-11-08,2022-11-14,First Class,Jessica Khan,Consumer,Bookcases Item 763,Furniture,Bookcases,3388.96,8,0.1,139.1,Albany,New York,East
3380,US-2023-102476,2023-12-13,2023-06-15,Same Day,Mei Williams,Consumer,Bookcases Item 488,Furniture,Bookcases,2274.51,7,0.5,-886.48,Eugene,Oregon,West
3381,US-2022-102065,2022-11-27,2022-09-02,Same Day,Patricia Davis,Corporate,Printers Item 346,Technology,Printers,1870.64,8,0.2,-130.53,Memphis,Tennessee,South
3382,US-2024-100589,2024-11-15,2024-08-19,Same Day,Mei Smith,Corporate,Art Item 424,Office Supplies,Art,380.94,6,0.1,23.39,Charlotte,North Carolina,South
3383,US-2022-101536,2022-12-19,2022-08-22,Same Day,Robert Singh,Home Office,Labels Item 891,Office Supplies,Labels,73.0,4,0.2,3.8,Portland,Oregon,West
3384,US-2023-100877,2023-11-04,2023-11-05,First Class,David Anderson,Home Office,Tables Item 113,Furniture,Tables,109.7,1,0.15,3.65,Spokane,Washington,West
3385,US-2023-103031,2023-11-19,2023-11-21,Standard Class,Wei Johnson,Consumer,Chairs Item 419,Furniture,Chairs,475.1,2,0.1,50.67,Orlando,Florida,South
3386,US-2023-100814,2023-05-16,2023-05-19,Second Class,Mei Taylor,Corporate,Accessories Item 773,Technology,Accessories,228.78,6,0.15,21.09,Newark,New Jersey,East
3387,US-2022-103109,2022-06-23,2022-06-29,Same Day,Diego Chen,Home Office,Labels Item 587,Office Supplies,Labels,16.59,3,0.1,1.88,Boston,Massachusetts,East
3388,US-2022-102733,2022-01-13,2022-01-19,First Class,Diego Walker,Corporate,Binders Item 774,Office Supplies,Binders,145.68,8,0.1,20.57,Portland,Oregon,West
3389,US-2023-102849,2023-08-13,2023-08-20,Same Day,,Consumer,Furnishings Item 320,Furniture,Furnishings,738.18,6,0.1,89.39,Philadelphia,Pennsylvania,East
3390,US-2022-102469,2022-08-23,2022-08-28,Same Day,Susan Anderson,Consumer,Chairs Item 418,Furniture,Chairs,1840.8,4,0.15,181.85,Cleveland,Ohio,Central
3391,US-2024-100410,2024-10-16,2024-10-18,Standard Class,David Lee,Home Office,Accessories Item 499,Technology,Accessories,141.36,8,0.0,30.68,Los Angeles,California,West
3392,US-2022-103042,2022-07-16,2022-07-19,Same Day,Mary Walker,Consumer,Phones Item 704,Technology,Phones,3031.07,7,0.15,111.07,Boston,Massachusetts,East
3393,US-2024-102286,2024-09-12,2024-09-13,Second Class,John Thomas,Consumer,Printers Item 480,Technology,Printers,2720.24,8,0.15,326.37,Albany,New York,East
3394,US-2024-101367,2024-10-27,2024-11-03,First Class,Linda Singh,Home Office,Binders Item 754,Office Supplies,Binders,12.6,2,0.1,2.92,Spokane,Washington,West
3395,US-2022-100297,2022-01-25,2022-01-31,Second Class,Wei Johnson,Home Office,Art Item 203,Office Supplies,Art,111.84,6,0.15,6.05,Newark,New Jersey,East
3396,US-2024-100201,2024-03-19,2024-03-26,Standard Class,Jennifer Chen,Home Office,Paper Item 629,Office Supplies,Paper,47.36,8,0.0,15.65,Memphis,Tennessee,South
3397,US-2022-100376,2022-03-16,2022-03-20,Same Day,Carlos Martinez,Consumer,Binders Item 104,Office Supplies,Binders,28.98,3,0.0,9.79,Columbus,Ohio,Central
3398,US-2024-100586,2024-03-05,2024-03-12,First Class,Michael Kim,Home Office,Labels Item 575,Office Supplies,Labels,32.38,2,0.0,11.21,Atlanta,Georgia,South
3399,US-2023-102148,2023-02-17,2023-02-19,Second Class,Fatima Anderson,Consumer,Tables Item 760,Furniture,Tables,3336.4,8,0.0,698.19,Pittsburgh,Pennsylvania,East
3400,US-2024-102735,2024-01-30,2024-02-04,First Class,Elizabeth Davis,Consumer,Storage Item 300,Office Supplies,Storage,513.9,3,0.0,114.05,Eugene,Oregon,West
3401,US-2022-101741,2022-06-09,2022-06-14,Same Day,Joseph Smith,Consumer,Labels Item 516,Office Supplies,Labels,38.71,7,0.2,1.72,Orlando,Florida,South
3402,US-2023-100648,2023-12-15,2023-12-22,Same Day,Susan Garcia,Consumer,Bookcases Item 640,Furniture,Bookcases,4034.52,7,0.15,100.98,Chicago,Illinois,Central
3403,US-2023-100110,2023-02-23,2023-02-27,Second Class,Joseph Williams,Corporate,Art Item 894,Office Supplies,Art,214.88,4,0.15,33.27,Philadelphia,Pennsylvania,East
3404,US-2024-102228,2024-01-03,2024-01-04,Second Class,William Brown,Home Office,Binders Item 529,Office Supplies,Binders,419.12,8,0.2,-24.34,Tampa,Florida,South
3405,US-2024-102671,2024-04-22,2024-04-25,Same Day,Aiden Williams,Consumer,Phones Item 326,Technology,Phones,2274.03,3,0.1,522.29,Spokane,Washington,West
3406,US-2023-101579,2023-08-18,2023-08-21,Second Class,Joseph Lee,Corporate,Phones Item 383,Technology,Phones,5965.47,7,0.15,-13.12,Spokane,Washington,West
3407,US-2024-103416,2024-01-13,2024-01-17,Second Class,Priya Chen,Consumer,Phones Item 509,Technology,Phones,3394.64,4,0.5,-1297.42,Eugene,Oregon,West
3408,US-2023-100631,2023-01-08,2023-01-13,Standard Class,Jessica Ali,Home Office,Laptops Item 933,Technology,Laptops,2652.57,3,0.0,821.0,Detroit,Michigan,Central
3409,US-2024-100158,2024-06-25,2024-07-02,Second Class,Priya Garcia,Consumer,Tables Item 243,Furniture,Tables,2306.34,3,0.4,-347.81,Spokane,Washington,West
3410,US-2023-103191,2023-06-22,2023-06-29,Standard Class,Jessica Jones,Consumer,Storage Item 540,Office Supplies,Storage,126.1,1,0.3,-9.33,Detroit,Michigan,Central
3411,US-2023-103035,2023-11-27,2023-11-29,Second Class,Wei Torres,Consumer,Art Item 611,Office Supplies,Art,104.08,8,0.0,20.58,Portland,Oregon,West
3412,US-2022-102207,2022-11-28,2022-12-02,First Class,Jennifer Ali,Corporate,Printers Item 362,Technology,Printers,1714.52,4,0.0,477.26,Tampa,Florida,South
3413,US-2022-103285,2022-05-04,2022-05-05,Second Class,Amara Wilson,Consumer,Tables Item 813,Furniture,Tables,2455.02,6,0.1,304.55,Springfield,Illinois,
3414,US-2024-101658,2024-12-15,2024-06-18,Second Class,David Wilson,Home Office,Binders Item 269,Office Supplies,Binders,30.82,2,0.0,8.7,Ann Arbor,Michigan,Central
3415,US-2024-102183,2024-10-21,2024-10-24,Same Day,Aiden Patel,Consumer,Accessories Item 328,Technology,Accessories,250.5,6,0.1,43.41,Eugene,Oregon,West
3416,US-2024-102534,2024-05-31,2024-06-06,Standard Class,William Brown,Corporate,Bookcases Item 183,Furniture,Bookcases,2994.88,8,0.0,650.68,Houston,Texas,Central
3417,US-2024-102936,2024-06-15,2024-06-16,Standard Class,Susan Khan,Corporate,Labels Item 877,Office Supplies,Labels,41.1,6,0.0,8.11,Seattle,Washington,West
3418,US-2023-102101,2023-02-23,2023-02-26,Standard Class,Priya Torres,Corporate,Bookcases Item 267,Furniture,Bookcases,606.97,1,0.1,48.1,Newark,New Jersey,East
3419,US-2022-103332,2022-12-13,2022-12-15,First Class,Carlos Torres,Corporate,Accessories Item 875,Technology,Accessories,58.54,1,0.3,-1.8,Detroit,Michigan,Central
3420,US-2024-103254,2024-11-17,2024-10-19,First Class,David Davis,Home Office,Paper Item 825,Office Supplies,Paper,187.92,6,0.1,41.91,Philadelphia,Pennsylvania,East
